allegiance,death_no,episode,killer,killers_house,location,method,name,season
House Lannister,1662,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1663,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1664,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1665,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1666,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1667,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1668,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1669,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1670,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1671,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1672,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1673,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1674,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1675,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1676,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1677,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1678,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1679,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1680,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1681,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1682,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1683,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1684,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1685,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1686,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1687,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1688,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1689,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1690,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1691,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1692,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1693,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1694,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1695,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1696,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1697,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1698,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1699,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1700,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1701,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1702,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1703,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1704,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1705,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1706,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1707,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1708,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1709,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1710,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1711,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1712,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1713,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1714,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1715,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1716,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1717,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1718,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1719,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1720,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1721,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1722,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1723,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1724,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1725,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1726,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1727,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1728,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1729,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1730,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1731,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1732,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1733,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1734,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1735,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1736,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1737,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1738,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1739,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1740,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1741,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1742,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1743,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1744,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1745,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1746,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1747,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1748,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1749,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1750,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1751,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1752,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1753,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1754,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1755,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1756,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1757,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1758,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1759,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1760,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1761,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1762,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1763,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1764,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1765,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1766,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1767,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1768,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1769,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1770,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1771,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1772,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1773,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1775,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1776,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1777,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1778,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1779,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
House Lannister,1383,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1384,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1385,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1386,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1387,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1388,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1389,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1390,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1391,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1392,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1393,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1394,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1395,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1396,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1397,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1398,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1399,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1400,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1401,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1402,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1403,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1404,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1806,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1807,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1808,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1809,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1810,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1811,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1812,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1813,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1814,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1815,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1816,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1817,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1818,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1819,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1820,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1821,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1822,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1823,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1824,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1825,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1826,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1827,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1828,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1829,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1830,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1831,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1832,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1833,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1834,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1835,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1836,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1837,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1838,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1839,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1840,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1841,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1842,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1843,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1844,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1845,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1846,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1847,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1848,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1849,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1850,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1851,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1852,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1853,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1854,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1855,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1856,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1857,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1858,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1859,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1860,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1861,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1862,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1863,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1864,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1865,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1866,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1867,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1868,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1869,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1870,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1871,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1872,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1873,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1874,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1875,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1876,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1877,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1878,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1879,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1880,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1881,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1882,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1883,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1884,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1885,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1886,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1887,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1888,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1889,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1890,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1891,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1892,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1893,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1894,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1895,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1896,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1897,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1898,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1899,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1900,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1901,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1902,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1903,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1904,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1905,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1906,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1907,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1908,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
House Lannister,1909,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Lannister soldier,8
