death_no,episode,killer,killers_house,location,method,name,season,count
1117,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1118,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1119,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1120,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1121,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1122,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1123,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1124,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1125,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1126,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1127,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1128,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1129,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1130,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1131,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1132,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1133,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1147,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1148,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1149,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1150,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1151,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1152,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1153,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1154,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1155,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1156,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1157,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1158,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1159,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1160,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1161,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1162,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1163,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1164,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1165,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1166,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1167,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1168,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1169,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1170,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1171,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1172,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1173,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1174,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1175,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1176,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1177,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1178,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1179,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1180,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1181,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1182,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1183,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1184,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1185,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1186,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1187,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1188,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1189,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1190,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1191,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1192,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1193,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1194,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1195,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1196,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1197,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1198,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1199,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1200,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1201,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1202,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1203,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1204,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1205,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1206,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1207,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1208,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1209,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1210,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1211,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1212,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1213,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1214,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1215,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1216,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1217,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1218,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1219,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1220,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1221,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1222,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1223,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1224,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1225,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1226,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1227,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1228,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1229,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1230,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1231,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1232,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1233,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1234,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1235,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1236,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1237,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1238,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1239,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1240,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1241,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1242,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1243,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1244,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1245,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1246,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1247,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1248,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1249,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1250,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1251,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1252,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1253,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1254,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1255,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1256,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1257,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1258,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1259,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1260,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1261,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1262,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1263,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1264,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1265,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1266,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1267,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1268,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1269,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1270,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1271,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1272,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1273,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1274,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1275,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1276,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1277,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1278,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1279,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1280,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1281,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1282,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1283,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1284,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1285,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1286,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1287,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1288,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1289,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1290,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1291,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1304,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1305,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1306,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1307,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1303,4,Dothraki man,House Targaryen,Roseroad,Spear,Lannister soldier,7,1
1311,5,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Dickon Tarly,7,1
1310,5,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Randyll Tarly,7,1
1316,6,Jorah Mormont,House Targaryen,Beyond the Wall,Knife,Undead Polar Bear,7,1
1324,7,Arya Stark,House Stark,Winterfell,Knife,Petyr Baelish,7,1
1333,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8,1
1334,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8,1
1335,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8,1
1336,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8,1
1337,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,8,1
1338,1,Theon Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,8,1
1368,3,Lyanna Mormont,House Mormont,Winterfell,Knife,Giant Wight,8,1
1373,3,Arya Stark,House Stark,Winterfell,Knife,Night King,8,1
1369,3,Wight,White Walkers,Winterfell,Knife,Beric Dondarrion,8,1
1343,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8,1
1354,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8,1
1355,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8,1
1356,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8,1
1357,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8,1
1358,3,Wight,White Walkers,Winterfell,Sword,Stark Soldier,8,1
1342,3,Wight,White Walkers,Winterfell,Knife,Unsullied,8,1
1372,3,Wight,White Walkers,Winterfell,Sword,Jorah Mormont,8,1
1340,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8,1
1341,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8,1
1346,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8,1
1347,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8,1
1348,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8,1
1349,3,Wight,White Walkers,Winterfell,Sword,Unsullied,8,1
1359,3,Wight,White Walkers,Winterfell,Knife,Night's Watch brother,8,1
1345,3,Wight,White Walkers,Winterfell,Sword,Eddison Tollett,8,1
1351,3,Wight,White Walkers,Winterfell,Sword,Night's Watch brother,8,1
1353,3,Wight,White Walkers,Winterfell,Sword,Night's Watch brother,8,1
1379,4,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Missandei,8,1
2220,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Dragonfire (Dragon),"Gregor ""the Mountain"" Clegane",8,1
2221,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Dragonfire (Dragon),"Sandor ""the Hound"" Clegane",8,1
2215,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8,1
2216,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8,1
2217,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8,1
2218,5,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,8,1
2214,5,Jaime Lannister,House Lannister,King's Landing,Sword,Euron Greyjoy,8,1
2033,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8,1
2038,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8,1
2039,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8,1
2049,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8,1
2035,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
2036,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
2037,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
2141,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
2142,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
2211,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
2212,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8,1
1799,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
1800,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
1801,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
1802,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
1803,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
1804,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
1805,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2032,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2046,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2047,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2048,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2143,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2144,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8,1
2213,5,Jon Snow,House Stark,King's Landing,Sword,Stark Soldier,8,1
2145,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8,1
2146,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8,1
2147,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8,1
2148,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8,1
2149,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8,1
2150,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8,1
1381,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Greyjoy Soldier,8,1
1382,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Greyjoy Soldier,8,1
1781,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1782,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1783,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1784,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1785,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1786,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1787,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1788,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1789,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1790,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1791,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1792,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1793,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1794,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1795,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1796,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1797,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1798,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8,1
1774,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company horse,8,1
1405,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1406,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1407,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1408,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1409,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1410,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1411,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1412,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1413,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1414,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1415,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1416,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1417,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1418,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1419,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1420,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1421,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1422,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1423,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1424,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1425,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1426,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
1427,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8,1
